profile_id,address_line_1,address_line_2,city,state,zip_code
B000997,441 Merritt Avenue,,Oakland,CA,94610
B000998,632 North Pine Street,,Anchorage,AK,99508
B000999,112 Walnut Street,,Reading,MA,01867
B001000,4231 Laurel Street,#APT 000101,Anchorage,AK,99508
B001001,73 Lower Main Street,,Morristown,VT,05661
B001002,2206 Skidaway Road,,Savannah,GA,31404
B001003,6818 North Lagoon Drive,,Panama City,FL,32408
B001004,1061 Sumatra Street,,Hayward,CA,94544
B001005,4214 Ashleywood Court,,Louisville,KY,40241
B001006,3612 Jim Robison Drive,,Edmond,OK,73013
B001007,1318 4th Street Southwest,,Washington,DC,20024
B001008,2237 Northwest 18th Street,,Oklahoma City,OK,73107
B001009,96 Green Manor Road,,Manchester,CT,06042
B001010,68 Route 66,,,VT,05149
B001011,954 Dowler Drive,,Eureka,CA,95501
B001012,37600 Sycamore Street,,Newark,CA,94560
B001013,2195 Cantelou Road,,Montgomery,AL,36108
B001014,1783 Blakely Road,,Colchester,VT,05446
B001015,218 Oleander Drive,,Panama City Beach,FL,32413
B001016,7701 Taylor Oaks Circle,,Montgomery,AL,36116
B001017,6880 Xavier Circle,#2,Westminster,CO,80030
B001018,16040 North 67th Drive,,Peoria,AZ,85382
B001019,6328 West Brown Street,,Glendale,AZ,85302
B001020,36528 Short Circle,,Kenai,AK,99611
B001021,22062 Cameron Street,,Castro Valley,CA,94546
B001022,3871 Galactica Drive,,Anchorage,AK,99517
B001023,6373 West Golden Lane,,Glendale,AZ,85302
B001024,1709 Vineyard Trail,,Annapolis,MD,21401
B001025,25 Edwards Street,,Manchester,CT,06042
B001026,1516 Buchanan Street Northwest,,Washington,DC,20011
B001027,42 Edison Road,,Manchester,CT,06040
B001028,8423 Pioneer Drive,,Severn,MD,21144
B001029,Career Avenue,,Washington,DC,20032
B001030,16133 Hillsborough Boulevard,,Port Charlotte,FL,33954
B001031,5209 North Dewey Avenue,,Oklahoma City,OK,73118
B001032,7573 National Drive,,Livermore,CA,94550
B001033,5300 Robinwood Road,,Louisville,KY,40218
B001034,8202 Dudley Way,,Arvada,CO,80005
B001035,6624 Strawberry Lane,,Louisville,KY,40214
B001036,8820 Culebra Street,,Arvada,CO,80007
B001037,3440 Brookhaven Road,,Pasadena,MD,21122
B001038,2894 Music Avenue,,Grand Junction,CO,81506
B001039,7041 Coe Road,,Panama City,FL,32404
B001040,3516 North Virginia Avenue,,Oklahoma City,OK,73118
B001041,23501 Ida Lane,,Hayward,CA,94541
B001042,11401 Totem Road,,Anchorage,AK,99516
B001043,6928 North 87th Lane,,Glendale,AZ,85305
B001044,1501 New Hampshire Avenue,,Lynn Haven,FL,32444
B001045,190 Church Street,,Burlington,VT,05401
B001046,1417 Stoneykirk Road,,Pelham,AL,35124
B001047,1112 Flat Rock Road,,Louisville,KY,40245
B001048,1800 East 63rd Street,,Savannah,GA,31404
B001049,100 Birney Street,#A6,Peabody,MA,01960
B001050,29 Vista Flores,,Pleasanton,CA,94566
B001051,6601 North 62nd Avenue,,Glendale,AZ,85301
B001052,37 Parlmont Park,,Billerica,MA,01862
B001053,8390 Alkire Street,,Arvada,CO,80005
B001054,2313 Mansfield Avenue,,Del City,OK,73115
B001055,58 North Cove Road,,Burlington,VT,05408
B001056,1918 Spruce Street,,Boulder,CO,80302
B001057,3110 East Victory Drive,,Savannah,GA,31404
B001058,523 10th Street,,Greeley,CO,80631
B001059,707 Harrisburg Drive,,Davidsonville,MD,21035
B001060,1317 Allison Street Northeast,,Washington,DC,20017
B001061,9506 Civic Way,#203,Prospect,KY,40059
B001062,105 Ridgecrest Court,,Panama City,FL,32405
B001063,35 Pilot Knob Lane,#204,Telluride,CO,81435
B001064,210 Depot Street,,Woodford,VT,05201
B001065,65 Hilltop Lane,,McKinleyville,CA,95519
B001066,112 West Center Street,#210,Fayetteville,AR,72701
B001067,5650 West 60th Avenue,A,Arvada,CO,80003
B001068,619 Colusa Avenue,,Berkeley,CA,94707
B001069,1879 South Cherry Hills Drive,,Fayetteville,AR,72701
B001070,31 Baileys Mills Road,,Reading,VT,05062
B001071,313 Monroe Street,,Montgomery,AL,36104
B001072,196 Ruth Street,,Farmington,AR,72730
B001073,52 Linnmore Drive,,Manchester,CT,06040
B001074,6234 West 68th Circle,,Arvada,CO,80003
B001075,4920 Quonset Drive,,Sacramento,CA,95820
B001076,318 Lydall Street,,Manchester,CT,06042
B001077,16412 Eastwood Cut Off Road,,Louisville,KY,40245
B001078,722 Oak Grove Circle,,Severna Park,MD,21146
B001079,90 Mountain Street,,Bristol,VT,05443
B001080,138 Bolton Street,,Manchester,CT,06040
B001081,5011 West New World Drive,,Glendale,AZ,85302
B001082,600 Crosby Boulevard,,Midwest City,OK,73110
B001083,421 Madison Street Northeast,,Washington,DC,20011
B001084,7301 Northwest 113th Terrace,,Oklahoma City,OK,73162
B001085,190 Exchange Street,,Lawrence,MA,01841
B001086,6800 West Bell Road,,Glendale,AZ,85308
B001087,207 Maple Hill Road,,Shaftsbury,VT,05262
B001088,88 Florence Street,#1,New Bedford,MA,02740
B001089,205 Harrison Avenue,,Louisville,KY,40243
B001090,1558 Goodfellow Road,,Groton,VT,05046
B001091,1102 Spy Glass Drive,,Arnold,MD,21012
B001092,54 Gentry Court,,Annapolis,MD,21403
B001093,5624 Oakes Drive,,Brentwood,TN,37027
B001094,5108 Bass Place Southeast,,Washington,DC,20019
B001095,3436 Lexington Road,,Montgomery,AL,36111
B001096,2815 Saint Edwards Drive,,Nashville,TN,37211
B001097,158 Euclid Avenue,,San Leandro,CA,94577
B001098,45 Heathcote Circle,,Savannah,GA,31405
B001099,143 Canton Court,,Goodlettsville,TN,37072
B001100,4511 43rd Place Northwest,,Washington,DC,20016
B001101,238 La Salle Avenue,,Piedmont,CA,94610
B001102,4510 Eastern Avenue Northeast,,Washington,DC,20018
B001103,1350 Exley Street,#304,Savannah,GA,31415
B001104,880 General George Patton Road,,Nashville,TN,37221
B001105,16 Clark Street,,,VT,05150
B001106,801 Dale Road,,Glen Burnie,MD,21060
B001107,207 Joe Street,,Farmington,AR,72730
B001108,1361 Barret Park Way,,Montgomery,AL,36117
B001109,1433 Bretton View Road,,Annapolis,MD,21409
B001110,6988 West Blackhawk Drive,,Glendale,AZ,85308
B001111,14285 Wycliff Way,,Magalia,CA,95954
B001112,5615 West Acoma Drive,#24,Glendale,AZ,85306
B001113,17800 Creekwood Lane,,Choctaw,OK,73020
B001114,2909 Minnesota Avenue,,Lynn Haven,FL,32444
B001115,3604 Ridgehaven Drive,,Midwest City,OK,73110
B001116,1056 Cayer Drive,,Glen Burnie,MD,21061
B001117,6221 Allison Street,,Arvada,CO,80004
B001118,417 R Street Northwest,,Washington,DC,20001
B001119,1220 Crow Berry Circle,,Anchorage,AK,99515
B001120,9008 Grayson Grove Court,,Montgomery,AL,36117
B001121,91 Rushforde Drive,,Manchester,CT,06040
B001122,1937 Carleton Street,M,Berkeley,CA,94704
B001123,618 Ava Circle Northeast,,Washington,DC,20017
B001124,3819 Vineyard Avenue,#59,Pleasanton,CA,94566
B001125,5609 Colorado Avenue Northwest,,Washington,DC,20011
B001126,4001 19th Place Northeast,,Washington,DC,20018
B001127,25 Wendys Way,,Harwich,MA,02645
B001128,840 Fontaine Road,,Derby,VT,05829
B001129,18 Curry Lane,,Manchester,CT,06040
B001130,112 North Hunter Street,,Farmington,AR,72730
B001131,8001 West 71st Avenue,#23B,Arvada,CO,80004
B001132,77 Gerald Drive,,Manchester,CT,06040
B001133,4050 Bryce Road,,Nashville,TN,37211
B001134,2716 Fairmont Drive,,Panama City,FL,32405
B001135,5124 Williston Road,,Williston,VT,05495
B001136,1990 Poplar Ridge Road,,Pasadena,MD,21122
B001137,1001 6th Street Northwest,,Washington,DC,20001
B001138,618 McLaws Street,,Savannah,GA,31405
B001139,10110 Landwood Drive,,Louisville,KY,40291
B001140,9306 Taylorsville Road,,Louisville,KY,40299
B001141,7057 Old Southwick Place,,Montgomery,AL,36117
B001142,10332 Thuja Circle,,Anchorage,AK,99507
B001143,5125 North 58th Avenue,#418,Glendale,AZ,85301
B001144,7111 North 75th Avenue,#1067,Glendale,AZ,85303
B001145,323 Southeast 23rd Street,,Oklahoma City,OK,73129
B001146,6605 North 93RD Avenue,#1016,Glendale,AZ,85305
B001147,1731 West 18th Street,,Fayetteville,AR,72701
B001148,146 Walnut Street,,Manchester,CT,06040
B001149,1313 Paulson Way,,Nashville,TN,37013
B001150,2400 Merry Street,,Nashville,TN,37208
B001151,329 Mill Road,,Montpelier,VT,05602
B001152,38 Renwick Road,,Melrose,MA,02176
B001153,10307 Rock Falls Court,,Louisville,KY,40223
B001154,4001 Anderson Road,#147,Nashville,TN,37217
B001155,64 Church Street,,Hardwick,MA,01031
B001156,93 Marble Hill Road,,Waitsfield,VT,05673
B001157,1257 John Street,,Nashville,TN,37210
B001158,29 Church Street,D,Easthampton,MA,01027
B001159,141 West Leslie Lane,,Panama City Beach,FL,32407
B001160,1629 South Razorback Road,#108,Fayetteville,AR,72701
B001161,424 North Powderhorn Drive,,Fayetteville,AR,72704
B001162,2315 Kezey Court,,Crofton,MD,21114
B001163,1030 Shawnee Street,#D-6,Savannah,GA,31419
B001164,6069 Jay Street,,Arvada,CO,80003
B001165,3079 North Bentley Ridge,,Fayetteville,AR,72704
B001166,205 Homestead Street,#B3,Manchester,CT,06042
B001167,733 Georgetown Drive,,Nashville,TN,37205
B001168,6763 Depew Street,,Arvada,CO,80003
B001169,8427 West Glendale Avenue,#202,Glendale,AZ,85305
B001170,5856 Parfet Court,,Arvada,CO,80004
B001171,9805 South Youngs Lane,,Oklahoma City,OK,73159
B001172,396 Berkshire Drive,,Riva,MD,21140
B001173,332 Stafford Road,#2,Fall River,MA,02721
B001174,5113 Southeast 51st Street,,Oklahoma City,OK,73135
B001175,1429 Harrison Avenue,,Panama City,FL,32401
B001176,421 West 1st Avenue,#STE 000220,Anchorage,AK,99501
B001177,5275 North 59th Avenue,,Glendale,AZ,85301
B001178,2245 Southwest Binkley Street,,Oklahoma City,OK,73119
B001179,2409 Park Street,,Selma,CA,93662
B001180,51 Bearing Circle,,Port Wentworth,GA,31407
B001181,8243 Daniels Purchase Way,,Millersville,MD,21108
B001182,508 Baker Street,,Norman,OK,73072
B001183,5036 Jericho Street,,Hartford,VT,05001
B001184,6160 Norm Drive,,Anchorage,AK,99507
B001185,1819 14th Avenue,,Nashville,TN,37208
B001186,3027 Badger Drive,,Pleasanton,CA,94566
B001187,1213 Michigan Avenue,,Lynn Haven,FL,32444
B001188,1930 Churchview Court,,Millersville,MD,21108
B001189,403 Irwin Street,#APT 000003,Anchorage,AK,99508
B001190,353 O Street Southwest,,Washington,DC,20024
B001191,408 Pine Street,,Bloomingdale,GA,31302
B001192,620 Veta Avenue,,Pueblo,CO,81004
B001193,1400 Doris Drive,,Louisville,KY,40118
B001194,111 Lakeview Terrace,,Lynn Haven,FL,32444
B001195,1699 Chatham Parkway,#814B,Savannah,GA,31405
B001196,901 North Lincoln Boulevard,,Oklahoma City,OK,73104
B001197,5715 Saint Matthew Drive,,Newark,CA,94560
B001198,680 Quintana Road,,Morro Bay,CA,93442
B001199,5005 North Miller Avenue,,Oklahoma City,OK,73112
B001200,394 Hilltop Lane,,Annapolis,MD,21403
B001201,13501 Vasili Drive,,Anchorage,AK,99577
B001202,2811 Mechanics Avenue,,Savannah,GA,31404
B001203,4632 Vermont 15,,Wolcott,VT,05680
B001204,13 Warren Avenue,#1011,Somerville,MA,02143
B001205,2075 Archer Drive,,Fayetteville,AR,72701
B001206,2008 North Shannon Drive,#9,Fayetteville,AR,72703
B001207,7180 West Paraiso Drive,,Glendale,AZ,85310
B001208,75 Wilfred Road,,Manchester,CT,06040
B001209,6687 Xenon Drive,,Arvada,CO,80004
B001210,816 East 69th Street,,Savannah,GA,31405
B001211,1816 U Place Southeast,,Washington,DC,20020
B001212,253 Colt Drive,,Nashville,TN,37221
B001213,324 East Drive,,Montgomery,AL,36113
B001214,1701 18th Avenue South,,Nashville,TN,37212
B001215,5606 Olde Wadsworth Boulevard,#20,Arvada,CO,80002
B001216,5316 Silver Wing Boulevard,,Louisville,KY,40241
B001217,57 Bremer Drive,,Glen Burnie,MD,21061
B001218,628 Ayrlie Water Road,,Gibson Island,MD,21056
B001219,9306 Norton Commons Boulevard,#102,Prospect,KY,40059
B001220,106 Parker Parkway,,Mexico Beach,FL,32456
B001221,1532 Milvia Street,R A,Berkeley,CA,94709
B001222,108 East 11th Avenue,#APT 000002,Anchorage,AK,99501
B001223,519 Roxboro Place Northwest,,Washington,DC,20011
B001224,105 Courtland Drive,,Montgomery,AL,36105
B001225,1954 Wilson Court,,Mountain View,CA,94040
B001226,5309 Darling Hill Road,,Burke,VT,05871
B001227,8351 Forest Drive,,Pasadena,MD,21122
B001228,169 Wachusett Street,,Holden,MA,01520
B001229,32 Country Club Boulevard,,Dartmouth,MA,02747
B001230,308 School Avenue,,Panama City,FL,32401
B001231,109 High Street,,Manchester,CT,06040
B001232,42223 Edgewood Street,,Fremont,CA,94538
B001233,912 Locklayer Street,,Nashville,TN,37208
B001234,1613 Katrina Circle,,Anchorage,AK,99508
B001235,4936 Sequoia Avenue,,Dublin,CA,94568
B001236,29076 Little Big Horn Drive,,Evergreen,CO,80439
B001237,1505 Sweet Bay Trail,,Panama City Beach,FL,32413
B001238,119 Captain Chase Road,,Dennis,MA,02639
B001239,270 Tampa Drive,#M-1,Nashville,TN,37211
B001240,6610 North 93rd Avenue,#3102,Glendale,AZ,85305
B001241,3728 9th Street Northwest,,Washington,DC,20010
B001242,165 New Hampshire Avenue,,Somerset,MA,02726
B001243,601 Farragut Place Northeast,,Washington,DC,20017
B001244,8935 Cole Drive,,Arvada,CO,80004
B001245,6286 West Louise Drive,,Glendale,AZ,85310
B001246,56 Concord Road,,Manchester,CT,06042
B001247,2849 Leawood Drive,,Anchorage,AK,99502
B001248,3862 Almond Avenue,,Fremont,CA,94538
B001249,11 Eclipse Court,,Alameda,CA,94501
B001250,16244 Seville Park Circle,,Anchorage,AK,99516
B001251,369 Ruth Avenue,,Mountain View,CA,94043
B001252,1701 Foster Avenue,,Panama City,FL,32405
B001253,350 Lydall Street,,Manchester,CT,06042
B001254,74 Bradford Road,,Watertown,MA,02472
B001255,615 Sand Road,,Severn,MD,21144
B001256,4960 Paddock Club Drive,,Montgomery,AL,36116
B001257,529 Wesley Avenue,,Nashville,TN,37207
B001258,1904 Baker Court,,Panama City,FL,32401
B001259,621 Northwest 94th Street,,Oklahoma City,OK,73114
B001260,1420 12th Street Northwest,,Washington,DC,20005
B001261,6718 Keithley Road,,Panama City,FL,32404
B001262,6862 North 44th Avenue,#3,Glendale,AZ,85301
B001263,22207 Quinterno Court,,Cupertino,CA,95014
B001264,8295 Moss Circle,,Arvada,CO,80007
B001265,66 Pine Street,,Manchester,CT,06040
B001266,905 C Street Northeast,,Washington,DC,20002
B001267,109 East 64th Street,,Savannah,GA,31405
B001268,1046 Dudley Avenue,,Louisville,KY,40204
B001269,5410 McLean Drive,,Elk Grove,CA,95757
B001270,864 Main Street,,Worcester,MA,01610
B001271,7013 Collinswood Drive,,Nashville,TN,37221
B001272,8101 Northwind Avenue,,Anchorage,AK,99504
B001273,2375 South School Avenue,#5,Fayetteville,AR,72701
B001274,190 High Street,#213C,Medford,MA,02155
B001275,134 Butternut Road,,Manchester,CT,06040
B001276,14 Linden Street,,Manchester,CT,06040
B001277,145 Saint John Street,,Manchester,CT,06040
B001278,3813 Vanguard Drive,,Louisville,KY,40229
B001279,201 East 16th Avenue,#APT 000420,Anchorage,AK,99501
B001280,1552 Gibson Street,,Montgomery,AL,36110
B001281,3801 North Ann Arbor Place,,Oklahoma City,OK,73122
B001282,110 Central Junction Boulevard,A,Savannah,GA,31405
B001283,996 Ed Noble Parkway,,Norman,OK,73072
B001284,190 Countryside Drive,,Farmington,AR,72730
B001285,3609 Meadow Drive,,Nashville,TN,37215
B001286,2 Sotelo Avenue,,Piedmont,CA,94611
B001287,410 Fairlea Drive,,Edgewater,MD,21037
B001288,51 Edgar Road,,Scituate,MA,02066
B001289,1828 Ridgewick Road,,Glen Burnie,MD,21061
B001290,44 Colonial Road,,Manchester,CT,06042
B001291,27 Cabbage Crossing,,Savannah,GA,31411
B001292,1801 Dodge Trail,,Edmond,OK,73003
B001293,3115 North Lake Boulevard,#87,Tahoe City,CA,96145
B001294,1403 Robinson Road,,Nashville,TN,37138
B001295,34 Free Street,,Hingham,MA,02043
B001296,12039 West 85th Drive,,Arvada,CO,80005
B001297,1358 Scenic Avenue,R B,Berkeley,CA,94708
B001298,804 Dry Creek Road,,Goodlettsville,TN,37072
B001299,8716 Astrid Avenue,,Louisville,KY,40228
B001300,41 Fairway Drive,,Tewksbury,MA,01876
B001301,6016 Northwest 27th Street,,Oklahoma City,OK,73127
B001302,8852 Broderick Street,,Montgomery,AL,36117
B001303,928 Wright Avenue,#UNIT 505,Mountain View,CA,94043
B001304,406 Ashwood Court,,Vacaville,CA,95688
B001305,108 Chalmers Avenue,,Glen Burnie,MD,21061
B001306,100 Lake Forest Drive,,Montgomery,AL,36117
B001307,3102 Kinvara Lane,,Louisville,KY,40242
B001308,11 Adams Street,,Arlington,MA,02474
B001309,4182 North Valley Lake Drive,#4,Fayetteville,AR,72703
B001310,8595 North 71st Avenue,#1,Glendale,AZ,85301
B001311,450 C Street,,Hayward,CA,94541
B001312,4444 Central Avenue,#APT 305,Fremont,CA,94536
B001313,12091 Mierkey Road,,Jackson,CA,95642
B001314,992 Sherwood Forest Road,,Annapolis,MD,21401
B001315,510 Leeanne Drive,,Nashville,TN,37211
B001316,1870 A Street,,Oroville,CA,95966
B001317,127 Andover Drive,,Savannah,GA,31405
B001318,19259 North 61st Drive,,Glendale,AZ,85308
B001319,3553 Brandywine Street Northwest,,Washington,DC,20008
B001320,6116 West Charter Oak Road,,Glendale,AZ,85304
B001321,2534 Willena Avenue,,Montgomery,AL,36107
B001322,11 Alden Court,,Roseville,CA,95678
B001323,1489 Falcon Nest Court,,Arnold,MD,21012
B001324,1805 Meade Village Circle,,Severn,MD,21144
B001325,5614 Kipling Parkway,#404,Arvada,CO,80002
B001326,6702 Johnny Mercer Boulevard,,Savannah,GA,31410
B001327,1026 Orchard Avenue,,Louisville,KY,40213
B001328,7106 Bear Creek Drive,#B3,Saint Matthews,KY,40207
B001329,5514 West Altadena Avenue,,Glendale,AZ,85304
B001330,631 North Eastern Boulevard,,Montgomery,AL,36117
B001331,701 West 36th Avenue,#STE 000012,Anchorage,AK,99503
B001332,15 Taft Street,,Quincy,MA,02169
B001333,731 Mumford Street,#APT 000003,Anchorage,AK,99508
B001334,2086 Hillside Drive,,San Leandro,CA,94577
B001335,3189 Main Street,#1,Mammoth Lakes,CA,93546
B001336,400 US Highway 98,,Mexico Beach,FL,32456
B001337,20097 Butterfield Drive,,Castro Valley,CA,94546
B001338,10367 West 55th Place,#103,Arvada,CO,80002
B001339,1414 East Anderson Street,#317,Savannah,GA,31404
B001340,205 North Henderson Bend Road Northwest,,Calhoun,GA,30701
B001341,6100 Bullard Drive,,Oakland,CA,94611
B001342,238 Brookley Avenue Southwest,,Washington,DC,20373
B001343,5549 West Hearn Road,,Glendale,AZ,85306
B001344,433 Keith Street,,Norman,OK,73071
B001345,89 Frances Drive,,Manchester,CT,06040
B001346,1010 10th Street Northeast,,Washington,DC,20002
B001347,1413 G Street,#STE 000001,Anchorage,AK,99501
B001348,2544 Worthington Way,,Fayetteville,AR,72703
B001349,4726 West Palmaire Avenue,,Glendale,AZ,85301
B001350,21 Glenoak Lane Northwest,B,Glen Burnie,MD,21061
B001351,325 Autumn Street,,Manchester,CT,06040
B001352,420 D Street Northwest,,Ardmore,OK,73401
B001353,833 Williamson Road,,Montgomery,AL,36109
B001354,3208 Southwest 65th Street,,Oklahoma City,OK,73159
B001355,414 Tanya Pass,,Panama City,FL,32404
B001356,1726 Bridgeview Lane,#5,Lyndon,KY,40242
B001357,7802 North Alsup Road,,Litchfield Park,AZ,85340
B001358,5814 Carriage Brook Road,,Montgomery,AL,36116
B001359,105 Bear Creek Parkway,,Edgewater,MD,21037
B001360,12064 West 61st Avenue,,Arvada,CO,80004
B001361,4408 Northwest 55th Street,,Oklahoma City,OK,73112
B001362,208 Southeast 19th Street,,Oklahoma City,OK,73129
B001363,2617 Truffula Circle,,Norman,OK,73069
B001364,228 Common Street,,Braintree,MA,02184
B001365,2355 Pearl Point,#5?,Fayetteville,AR,72701
B001366,1125 West 41st Street,,Savannah,GA,31415
B001367,37122 Contra Costa Avenue,,Fremont,CA,94536
B001368,235 Brock Bridge Road,,Laurel,MD,20724
B001369,10911 Torrington Road,,Louisville,KY,40272
B001370,7072 Quail Street,,Arvada,CO,80004
B001371,10612 Middleground Road,#312,Savannah,GA,31419
B001372,565 Amber Isle,,Alameda,CA,94501
B001373,9302 West 58th Avenue,,Arvada,CO,80002
B001374,249 Progress Drive,,Manchester,CT,06042
B001375,4594 Champagne Drive,,Fayetteville,AR,72703
B001376,1303 Buckingham Court,,Louisville,KY,40118
B001377,6622 West Altadena Avenue,,Glendale,AZ,85304
B001378,211 West Oak Street,#519,Louisville,KY,40203
B001379,412 Lakefront Drive,,Panama City Beach,FL,32413
B001380,3030 Breckenridge Lane,#314,Louisville,KY,40220
B001381,521 East 4th Street,,Panama City,FL,32401
B001382,1485 Hampshire Hollow Road,,Poultney,VT,05764
B001383,115 Maple Street,,Manchester,CT,06040
B001384,4319 West Claremont Street,,Glendale,AZ,85301
B001385,3762 Royalton Turnpike,,Barnard,VT,05068
B001386,280 Blue Moon Crossing,#604,Pooler,GA,31322
B001387,703 Elizabeth Barcus Way,,Fortuna,CA,95540
B001388,4035 East 8th Street,,Panama City,FL,32404
B001389,747 West Pacific Avenue,#527,Telluride,CO,81435
B001390,5701 North 67th Avenue,#143,Glendale,AZ,85301
B001391,1456 North Coghill Drive,#106,Fayetteville,AR,72704
B001392,5803 West Gelding Drive,,Glendale,AZ,85306
B001393,4 Marsh Haven Lane,,Savannah,GA,31411
B001394,353 Cotswold Cmns,,Norman,OK,73072
B001395,465 Humboldt Way,,Livermore,CA,94551
B001396,16772 West 70th Avenue,,Arvada,CO,80007
B001397,702 Plantation Circle,,Panama City,FL,32404
B001398,7407 North 75th Drive,,Glendale,AZ,85303
B001399,11724 Rushmore,,Oklahoma City,OK,73162
B001400,7237 Wild Currant Way,,Oakland,CA,94611
B001401,1236 Southwest 49th Street,,Oklahoma City,OK,73109
B001402,1002 Cedar Ridge Court,,Annapolis,MD,21403
B001403,625 West Main Street,,Moore,OK,73160
B001404,4401 Burlington Place Northwest,,Washington,DC,20016
B001405,5936 North 80th Drive,,Glendale,AZ,85303
B001406,178 Phillips Road,,Bourne,MA,02532
B001407,1123 Glenwood Avenue,,Nashville,TN,37204
B001408,509 Sea Breeze Drive,,Panama City Beach,FL,32413
B001409,8347 Ames Way,,Arvada,CO,80003
B001410,4308 Princess Lane,,Nashville,TN,37218
B001411,184 Oak Street,,Foxborough,MA,02035
B001412,5222 Nick Road,,Shady Side,MD,20764
B001413,2246 West Fairview Avenue,,Montgomery,AL,36108
B001414,5128 West Carol Avenue,,Glendale,AZ,85302
B001415,1309 Southwest 71st Terrace,,Oklahoma City,OK,73159
B001416,8513 Pipit Court,,Montgomery,AL,36117
B001417,23 North Hill Street,,Nashville,TN,37210
B001418,20 Dearborn Drive,,Manchester,CT,06042
B001419,12156 Oslo Drive,,Truckee,CA,96161
B001420,2835 Jed Road,,Escondido,CA,92027
B001421,982 Stonington Drive,,Arnold,MD,21012
B001422,2577 East Wyman Road,,Fayetteville,AR,72701
B001423,720 Southwest 2nd Street,,Moore,OK,73160
B001424,4463 Cato Road,,Nashville,TN,37218
B001425,15010 North 59th Avenue,#261,Glendale,AZ,85306
B001426,8112 Equestrian Drive,,Severn,MD,21144
B001427,803 Kay Lane,,Lynn Haven,FL,32444
B001428,5581 Nolan Street,,Arvada,CO,80002
B001429,7229 Lewis Place,APT B,Anchorage,AK,99507
B001430,6703 Bluffview Circle,,Louisville,KY,40299
B001431,1124 Jacobs Court,,Nashville,TN,37080
B001432,103 Martin Luther King Junior Boulevard,,Fayetteville,AR,72701
B001433,230 East 8th Street,,Edmond,OK,73034
B001434,11985 West 56th Drive,,Arvada,CO,80002
B001435,5815 West Del Lago Circle,,Glendale,AZ,85308
B001436,736 Middle Turnpike East,,Manchester,CT,06040
B001437,1304 Northern Hills Road,,Norman,OK,73071
B001438,200 Hialeah Drive,,Glen Burnie,MD,21060
B001439,275 Ridge Lane,#204,Waltham,MA,02452
B001440,174 Village Lake Drive,,Pooler,GA,31322
B001441,682 Brighton Way,,Livermore,CA,94551
B001442,9110 North 63rd Drive,,Glendale,AZ,85302
B001443,1126 Oates Street Northeast,,Washington,DC,20002
B001444,194 Buckland Hills Drive,#2010,Manchester,CT,06042
B001445,105 French Run Road,,Savannah,GA,31404
B001446,8709 Peeble Lane,,Louisville,KY,40272
B001447,815 Plantation Drive,,Panama City,FL,32404
B001448,141 Lavigne Road,,Colchester,VT,05446
B001449,112 Shannon Road,,Colchester,VT,05446
B001450,82 Queen Court,,Manchester,CT,06040
B001451,702 East 53rd Street,,Savannah,GA,31405
B001452,341 West Tudor Road,#STE 000103,Anchorage,AK,99503
B001453,305 Brookside Court,,Manchester,CT,06042
B001454,6118 North 60th Avenue,D,Glendale,AZ,85301
B001455,178 Connecticut River Road,,,VT,05156
B001456,903 East 20th Avenue,,Anchorage,AK,99501
B001457,1427 H Street,,Anchorage,AK,99501
B001458,208 Solitude Circle,,Goodlettsville,TN,37072
B001459,2324 North Briarwood Lane,,Fayetteville,AR,72703
B001460,402 Tuten Avenue,,Savannah,GA,31415
B001461,5112 Southwest 124th Place,,Oklahoma City,OK,73173
B001462,42 West Louise Street,B,Fayetteville,AR,72701
B001463,6208 Ingalls Street,,Arvada,CO,80003
B001464,9 Thomas Street,,Ashland,MA,01721
B001465,644 Byam Road,,Bethel,VT,05032
B001466,401 East Northern Lights Boulevard,#STE 000203,Anchorage,AK,99503
B001467,8446 Coors Loop,,Arvada,CO,80005
B001468,2309 Stearns Hill Road,,Waltham,MA,02451
B001469,85 Hokum Rock Road,,Dennis,MA,02638
B001470,222 Holiday Circle,,Savannah,GA,31419
B001471,3323 Summerhill Drive,,Fayetteville,AR,72703
B001472,243 Kentucky Avenue,,Pasadena,MD,21122
B001473,30 Tanner Street,,Manchester,CT,06042
B001474,5124 E Street Southeast,,Washington,DC,20019
B001475,2750 Gilmore Lane,##C304,Oroville,CA,95966
B001476,921 Woodmont Boulevard,,Nashville,TN,37204
B001477,854 Cherry Trail,,Crownsville,MD,21032
B001478,104 Lakeridge Drive,,Panama City,FL,32405
B001479,240 Chatham Lane,,Annapolis,MD,21403
B001480,1233 Paradise Lane,,Fayetteville,AR,72701
B001481,1117 Everett Avenue,,Louisville,KY,40204
B001482,172 Homestead Street,,Manchester,CT,06042
B001483,6534 Benton Circle,,Arvada,CO,80003
B001484,33 Chesapeake Mobile Court,,Hanover,MD,21076
B001485,404 Summit Oaks Drive,,Nashville,TN,37221
B001486,507 Castlebrook Drive,,Montgomery,AL,36110
B001487,1352 Purdue Street,,San Leandro,CA,94579
B001488,332 33rd Avenue North,,Nashville,TN,37209
B001489,1405 Hickory Avenue,,Panama City,FL,32401
B001490,2313 South 4th Street,,Louisville,KY,40208
B001491,1145 Chaseway Drive,,Pike Road,AL,36064
B001492,6851 Howard Avenue,,Anchorage,AK,99504
B001493,18426 West Carol Avenue,,Waddell,AZ,85355
B001494,1303 Kearny Street Northeast,,Washington,DC,20017
B001495,7701 West Saint John Road,#2010,Glendale,AZ,85308
